0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.046343,0.046343,0.046343,0.046343,0.046343,0.046343,0.046343,0.046343,0.046343,
0.092664,0.092664,0.092664,0.092664,0.092664,0.092664,0.092664,0.092664,0.092664,
0.138964,0.138964,0.138964,0.138964,0.138964,0.138964,0.138964,0.138964,0.138964,
0.185242,0.185242,0.185242,0.185242,0.185242,0.185242,0.185242,0.185242,0.185242,
0.231499,0.231499,0.231499,0.231499,0.231499,0.231499,0.231499,0.231499,0.231499,
0.277734,0.277734,0.277734,0.277734,0.277734,0.277734,0.277734,0.277734,0.277734,
0.323948,0.323948,0.323948,0.323948,0.323948,0.323948,0.323948,0.323948,0.323948,
0.370141,0.370141,0.370141,0.370141,0.370141,0.370141,0.370141,0.370141,0.370141,
0.416312,0.416312,0.416312,0.416312,0.416312,0.416312,0.416312,0.416312,0.416312,
0.462461,0.462461,0.462461,0.462461,0.462461,0.462461,0.462461,0.462461,0.462461,
0.508590,0.508590,0.508590,0.508590,0.508590,0.508590,0.508590,0.508590,0.508590,
0.554697,0.554697,0.554697,0.554697,0.554697,0.554697,0.554697,0.554697,0.554697,
0.600782,0.600782,0.600782,0.600782,0.600782,0.600782,0.600782,0.600782,0.600782,
0.646847,0.646847,0.646847,0.646847,0.646847,0.646847,0.646847,0.646847,0.646847,
0.692889,0.692889,0.692889,0.692889,0.692889,0.692889,0.692889,0.692889,0.692889,
0.738911,0.738911,0.738911,0.738911,0.738911,0.738911,0.738911,0.738911,0.738911,
0.784911,0.784911,0.784911,0.784911,0.784911,0.784911,0.784911,0.784911,0.784911,
0.830890,0.830890,0.830890,0.830890,0.830890,0.830890,0.830890,0.830890,0.830890,
0.876848,0.876848,0.876848,0.876848,0.876848,0.876848,0.876848,0.876848,0.876848,
0.922784,0.922784,0.922784,0.922784,0.922784,0.922784,0.922784,0.922784,0.922784,
0.968699,0.968699,0.968699,0.968699,0.968699,0.968699,0.968699,0.968699,0.968699,
1.014593,1.014593,1.014593,1.014593,1.014593,1.014593,1.014593,1.014593,1.014593,
1.060465,1.060465,1.060465,1.060465,1.060465,1.060465,1.060465,1.060465,1.060465,
1.106316,1.106316,1.106316,1.106316,1.106316,1.106316,1.106316,1.106316,1.106316,
1.152146,1.152146,1.152146,1.152146,1.152146,1.152146,1.152146,1.152146,1.152146,
1.197955,1.197955,1.197955,1.197955,1.197955,1.197955,1.197955,1.197955,1.197955,
1.243743,1.243743,1.243743,1.243743,1.243743,1.243743,1.243743,1.243743,1.243743,
1.289509,1.289509,1.289509,1.289509,1.289509,1.289509,1.289509,1.289509,1.289509,
1.335254,1.335254,1.335254,1.335254,1.335254,1.335254,1.335254,1.335254,1.335254,
1.380978,1.380978,1.380978,1.380978,1.380978,1.380978,1.380978,1.380978,1.380978,
1.426681,1.426681,1.426681,1.426681,1.426681,1.426681,1.426681,1.426681,1.426681,
1.472362,1.472362,1.472362,1.472362,1.472362,1.472362,1.472362,1.472362,1.472362,
1.518022,1.518022,1.518022,1.518022,1.518022,1.518022,1.518022,1.518022,1.518022,
1.563662,1.563662,1.563662,1.563662,1.563662,1.563662,1.563662,1.563662,1.563662,
1.609280,1.609280,1.609280,1.609280,1.609280,1.609280,1.609280,1.609280,1.609280,
1.654876,1.654876,1.654876,1.654876,1.654876,1.654876,1.654876,1.654876,1.654876,
1.700452,1.700452,1.700452,1.700452,1.700452,1.700452,1.700452,1.700452,1.700452,
1.746007,1.746007,1.746007,1.746007,1.746007,1.746007,1.746007,1.746007,1.746007,
1.791540,1.791540,1.791540,1.791540,1.791540,1.791540,1.791540,1.791540,1.791540,
1.837053,1.837053,1.837053,1.837053,1.837053,1.837053,1.837053,1.837053,1.837053,
1.882544,1.882544,1.882544,1.882544,1.882544,1.882544,1.882544,1.882544,1.882544,
1.928014,1.928014,1.928014,1.928014,1.928014,1.928014,1.928014,1.928014,1.928014,
1.973463,1.973463,1.973463,1.973463,1.973463,1.973463,1.973463,1.973463,1.973463,
