0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.258569,0.258569,0.258569,0.258569,0.258569,0.258569,0.258569,0.258569,0.258569,
0.516470,0.516470,0.516470,0.516470,0.516470,0.516470,0.516470,0.516470,0.516470,
0.773703,0.773703,0.773703,0.773703,0.773703,0.773703,0.773703,0.773703,0.773703,
1.030272,1.030272,1.030272,1.030272,1.030272,1.030272,1.030272,1.030272,1.030272,
1.286177,1.286177,1.286177,1.286177,1.286177,1.286177,1.286177,1.286177,1.286177,
1.541421,1.541421,1.541421,1.541421,1.541421,1.541421,1.541421,1.541421,1.541421,
1.796004,1.796004,1.796004,1.796004,1.796004,1.796004,1.796004,1.796004,1.796004,
2.049929,2.049929,2.049929,2.049929,2.049929,2.049929,2.049929,2.049929,2.049929,
2.303198,2.303198,2.303198,2.303198,2.303198,2.303198,2.303198,2.303198,2.303198,
2.555812,2.555812,2.555812,2.555812,2.555812,2.555812,2.555812,2.555812,2.555812,
2.807772,2.807772,2.807772,2.807772,2.807772,2.807772,2.807772,2.807772,2.807772,
3.059082,3.059082,3.059082,3.059082,3.059082,3.059082,3.059082,3.059082,3.059082,
3.309741,3.309741,3.309741,3.309741,3.309741,3.309741,3.309741,3.309741,3.309741,
3.559752,3.559752,3.559752,3.559752,3.559752,3.559752,3.559752,3.559752,3.559752,
3.809117,3.809117,3.809117,3.809117,3.809117,3.809117,3.809117,3.809117,3.809117,
4.057837,4.057837,4.057837,4.057837,4.057837,4.057837,4.057837,4.057837,4.057837,
4.305913,4.305913,4.305913,4.305913,4.305913,4.305913,4.305913,4.305913,4.305913,
4.553349,4.553349,4.553349,4.553349,4.553349,4.553349,4.553349,4.553349,4.553349,
4.800144,4.800144,4.800144,4.800144,4.800144,4.800144,4.800144,4.800144,4.800144,
5.046302,5.046302,5.046302,5.046302,5.046302,5.046302,5.046302,5.046302,5.046302,
5.291823,5.291823,5.291823,5.291823,5.291823,5.291823,5.291823,5.291823,5.291823,
5.536709,5.536709,5.536709,5.536709,5.536709,5.536709,5.536709,5.536709,5.536709,
