0.000000,0.031411,0.062791,0.094108,0.125333,0.156434,0.187381,0.218143,0.248690,0.278991,0.309017,0.338738,0.368125,0.397148,0.425779,0.453990,0.481754,0.509041,0.535827,0.562083,0.587785,0.612907,0.637424,0.661312,0.684547,0.707107,0.728969,0.750111,0.770513,0.790155,0.809017,0.827081,0.844328,0.860742,0.876307,0.891007,0.904827,0.917755,0.929776,0.940881,0.951057,0.960294,0.968583,0.975917,0.982287,0.987688,0.992115,0.995562,0.998027,0.999507,1.000000,0.999507,0.998027,0.995562,0.992115,0.987688,0.982287,0.975917,0.968583,0.960294,0.951057,0.940881,0.929776,0.917755,0.904827,0.891007,0.876307,0.860742,0.844328,0.827081,0.809017,0.790155,0.770513,0.750111,0.728969,0.707107,0.684547,0.661312,0.637424,0.612907,0.587785,0.562083,0.535827,0.509041,0.481754,0.453990,0.425779,0.397148,0.368125,0.338738,0.309017,0.278991,0.248690,0.218143,0.187381,0.156434,0.125333,0.094108,0.062791,0.031411,
0.000000,0.031398,0.062766,0.094071,0.125284,0.156373,0.187307,0.218057,0.248592,0.278881,0.308895,0.338604,0.367979,0.396991,0.425611,0.453811,0.481564,0.508840,0.535615,0.561862,0.587553,0.612665,0.637172,0.661051,0.684277,0.706828,0.728681,0.749815,0.770209,0.789843,0.808698,0.826754,0.843995,0.860402,0.875961,0.890655,0.904470,0.917392,0.929409,0.940509,0.950681,0.959915,0.968201,0.975532,0.981900,0.987298,0.991723,0.995169,0.997633,0.999112,0.999605,0.999112,0.997633,0.995169,0.991723,0.987298,0.981900,0.975532,0.968201,0.959915,0.950681,0.940509,0.929409,0.917392,0.904470,0.890655,0.875961,0.860402,0.843995,0.826754,0.808698,0.789843,0.770209,0.749815,0.728681,0.706828,0.684277,0.661051,0.637172,0.612665,0.587553,0.561862,0.535615,0.508840,0.481564,0.453811,0.425611,0.396991,0.367979,0.338604,0.308895,0.278881,0.248592,0.218057,0.187307,0.156373,0.125284,0.094071,0.062766,0.031398,
0.000000,0.031386,0.062741,0.094034,0.125234,0.156311,0.187233,0.217971,0.248494,0.278771,0.308773,0.338471,0.367834,0.396834,0.425443,0.453632,0.481373,0.508640,0.535404,0.561640,0.587321,0.612423,0.636921,0.660790,0.684007,0.706549,0.728393,0.749519,0.769905,0.789531,0.808378,0.826428,0.843662,0.860063,0.875615,0.890303,0.904113,0.917030,0.929043,0.940138,0.950306,0.959536,0.967819,0.975147,0.981512,0.986909,0.991332,0.994776,0.997239,0.998718,0.999211,0.998718,0.997239,0.994776,0.991332,0.986909,0.981512,0.975147,0.967819,0.959536,0.950306,0.940138,0.929043,0.917030,0.904113,0.890303,0.875615,0.860063,0.843662,0.826428,0.808378,0.789531,0.769905,0.749519,0.728393,0.706549,0.684007,0.660790,0.636921,0.612423,0.587321,0.561640,0.535404,0.508640,0.481373,0.453632,0.425443,0.396834,0.367834,0.338471,0.308773,0.278771,0.248494,0.217971,0.187233,0.156311,0.125234,0.094034,0.062741,0.031386,
0.000000,0.031374,0.062716,0.093997,0.125185,0.156249,0.187160,0.217885,0.248396,0.278661,0.308651,0.338337,0.367689,0.396678,0.425275,0.453453,0.481183,0.508439,0.535193,0.561418,0.587090,0.612182,0.636670,0.660529,0.683737,0.706270,0.728106,0.749223,0.769601,0.789220,0.808059,0.826102,0.843329,0.859723,0.875269,0.889952,0.903756,0.916668,0.928676,0.939767,0.949931,0.959157,0.967437,0.974762,0.981125,0.986519,0.990940,0.994384,0.996845,0.998323,0.998816,0.998323,0.996845,0.994384,0.990940,0.986519,0.981125,0.974762,0.967437,0.959157,0.949931,0.939767,0.928676,0.916668,0.903756,0.889952,0.875269,0.859723,0.843329,0.826102,0.808059,0.789220,0.769601,0.749223,0.728106,0.706270,0.683737,0.660529,0.636670,0.612182,0.587090,0.561418,0.535193,0.508439,0.481183,0.453453,0.425275,0.396678,0.367689,0.338337,0.308651,0.278661,0.248396,0.217885,0.187160,0.156249,0.125185,0.093997,0.062716,0.031374,
0.000000,0.031361,0.062691,0.093960,0.125135,0.156188,0.187086,0.217799,0.248297,0.278551,0.308529,0.338203,0.367544,0.396521,0.425107,0.453274,0.480994,0.508238,0.534981,0.561196,0.586858,0.611940,0.636418,0.660268,0.683467,0.705991,0.727818,0.748927,0.769297,0.788908,0.807740,0.825776,0.842996,0.859384,0.874924,0.889601,0.903399,0.916307,0.928309,0.939396,0.949556,0.958778,0.967055,0.974377,0.980737,0.986130,0.990549,0.993991,0.996452,0.997929,0.998422,0.997929,0.996452,0.993991,0.990549,0.986130,0.980737,0.974377,0.967055,0.958778,0.949556,0.939396,0.928309,0.916307,0.903399,0.889601,0.874924,0.859384,0.842996,0.825776,0.807740,0.788908,0.769297,0.748927,0.727818,0.705991,0.683467,0.660268,0.636418,0.611940,0.586858,0.561196,0.534981,0.508238,0.480994,0.453274,0.425107,0.396521,0.367544,0.338203,0.308529,0.278551,0.248297,0.217799,0.187086,0.156188,0.125135,0.093960,0.062691,0.031361,
0.000000,0.031349,0.062667,0.093923,0.125086,0.156126,0.187012,0.217713,0.248199,0.278441,0.308408,0.338070,0.367399,0.396365,0.424940,0.453095,0.480804,0.508038,0.534770,0.560975,0.586626,0.611698,0.636167,0.660008,0.683197,0.705712,0.727531,0.748632,0.768994,0.788597,0.807422,0.825450,0.842663,0.859045,0.874579,0.889249,0.903043,0.915945,0.927943,0.939025,0.949181,0.958400,0.966673,0.973992,0.980350,0.985741,0.990158,0.993599,0.996059,0.997536,0.998028,0.997536,0.996059,0.993599,0.990158,0.985741,0.980350,0.973992,0.966673,0.958400,0.949181,0.939025,0.927943,0.915945,0.903043,0.889249,0.874579,0.859045,0.842663,0.825450,0.807422,0.788597,0.768994,0.748632,0.727531,0.705712,0.683197,0.660008,0.636167,0.611698,0.586626,0.560975,0.534770,0.508038,0.480804,0.453095,0.424940,0.396365,0.367399,0.338070,0.308408,0.278441,0.248199,0.217713,0.187012,0.156126,0.125086,0.093923,0.062667,0.031349,
0.000000,0.031336,0.062642,0.093886,0.125037,0.156064,0.186938,0.217627,0.248102,0.278331,0.308286,0.337936,0.367254,0.396208,0.424772,0.452916,0.480614,0.507837,0.534559,0.560754,0.586395,0.611457,0.635916,0.659747,0.682928,0.705434,0.727244,0.748336,0.768690,0.788286,0.807103,0.825124,0.842330,0.858706,0.874233,0.888898,0.902686,0.915583,0.927577,0.938655,0.948806,0.958022,0.966292,0.973608,0.979963,0.985352,0.989767,0.993207,0.995665,0.997142,0.997634,0.997142,0.995665,0.993207,0.989767,0.985352,0.979963,0.973608,0.966292,0.958022,0.948806,0.938655,0.927577,0.915583,0.902686,0.888898,0.874233,0.858706,0.842330,0.825124,0.807103,0.788286,0.768690,0.748336,0.727244,0.705434,0.682928,0.659747,0.635916,0.611457,0.586395,0.560754,0.534559,0.507837,0.480614,0.452916,0.424772,0.396208,0.367254,0.337936,0.308286,0.278331,0.248102,0.217627,0.186938,0.156064,0.125037,0.093886,0.062642,0.031336,
0.000000,0.031324,0.062617,0.093849,0.124987,0.156003,0.186864,0.217541,0.248004,0.278221,0.308164,0.337803,0.367109,0.396052,0.424604,0.452738,0.480424,0.507637,0.534348,0.560532,0.586163,0.611216,0.635665,0.659487,0.682658,0.705155,0.726957,0.748041,0.768387,0.787974,0.806784,0.824798,0.841998,0.858367,0.873888,0.888548,0.902330,0.915222,0.927211,0.938284,0.948432,0.957644,0.965910,0.973224,0.979576,0.984963,0.989377,0.992815,0.995272,0.996748,0.997240,0.996748,0.995272,0.992815,0.989377,0.984963,0.979576,0.973224,0.965910,0.957644,0.948432,0.938284,0.927211,0.915222,0.902330,0.888548,0.873888,0.858367,0.841998,0.824798,0.806784,0.787974,0.768387,0.748041,0.726957,0.705155,0.682658,0.659487,0.635665,0.611216,0.586163,0.560532,0.534348,0.507637,0.480424,0.452738,0.424604,0.396052,0.367109,0.337803,0.308164,0.278221,0.248004,0.217541,0.186864,0.156003,0.124987,0.093849,0.062617,0.031324,
0.000000,0.031312,0.062593,0.093812,0.124938,0.155941,0.186790,0.217455,0.247906,0.278111,0.308043,0.337670,0.366964,0.395896,0.424437,0.452559,0.480235,0.507436,0.534137,0.560311,0.585932,0.610974,0.635414,0.659227,0.682389,0.704877,0.726670,0.747746,0.768084,0.787663,0.806466,0.824473,0.841666,0.858028,0.873543,0.888197,0.901974,0.914861,0.926845,0.937914,0.948058,0.957266,0.965529,0.972839,0.979190,0.984574,0.988986,0.992423,0.994880,0.996355,0.996847,0.996355,0.994880,0.992423,0.988986,0.984574,0.979190,0.972839,0.965529,0.957266,0.948058,0.937914,0.926845,0.914861,0.901974,0.888197,0.873543,0.858028,0.841666,0.824473,0.806466,0.787663,0.768084,0.747746,0.726670,0.704877,0.682389,0.659227,0.635414,0.610974,0.585932,0.560311,0.534137,0.507436,0.480235,0.452559,0.424437,0.395896,0.366964,0.337670,0.308043,0.278111,0.247906,0.217455,0.186790,0.155941,0.124938,0.093812,0.062593,0.031312,
0.000000,0.031299,0.062568,0.093775,0.124889,0.155880,0.186717,0.217370,0.247808,0.278002,0.307921,0.337537,0.366819,0.395739,0.424269,0.452380,0.480045,0.507236,0.533926,0.560090,0.585701,0.610733,0.635163,0.658966,0.682119,0.704599,0.726383,0.747451,0.767780,0.787353,0.806148,0.824147,0.841333,0.857689,0.873199,0.887846,0.901618,0.914500,0.926479,0.937544,0.947683,0.956888,0.965148,0.972455,0.978803,0.984185,0.988596,0.992031,0.994487,0.995962,0.996453,0.995962,0.994487,0.992031,0.988596,0.984185,0.978803,0.972455,0.965148,0.956888,0.947683,0.937544,0.926479,0.914500,0.901618,0.887846,0.873199,0.857689,0.841333,0.824147,0.806148,0.787353,0.767780,0.747451,0.726383,0.704599,0.682119,0.658966,0.635163,0.610733,0.585701,0.560090,0.533926,0.507236,0.480045,0.452380,0.424269,0.395739,0.366819,0.337537,0.307921,0.278002,0.247808,0.217370,0.186717,0.155880,0.124889,0.093775,0.062568,0.031299,
