0.000000,0.309017,0.587785,0.809017,0.951057,1.000000,0.951057,0.809017,0.587785,0.309017,0.000000,
0.000000,0.226777,0.407453,0.558912,0.656863,0.690673,0.657078,0.560844,0.424621,0.379355,0.000000,
0.000000,0.161886,0.284053,0.386541,0.453767,0.477184,0.454933,0.394462,0.330991,0.370400,0.000000,
0.000000,0.114219,0.198054,0.267682,0.313641,0.330060,0.316647,0.283314,0.263873,0.333703,0.000000,
0.000000,0.080106,0.137966,0.185523,0.217004,0.228846,0.222144,0.207136,0.211621,0.288821,0.000000,
0.000000,0.055986,0.096019,0.128658,0.150366,0.159256,0.157251,0.153584,0.169833,0.244091,0.000000,
0.000000,0.039043,0.066781,0.089283,0.104405,0.111348,0.112343,0.115148,0.136156,0.203082,0.000000,
0.000000,0.027191,0.046431,0.062016,0.072682,0.078274,0.080989,0.087103,0.108991,0.167118,0.000000,
0.000000,0.018921,0.032284,0.043134,0.050758,0.055349,0.058895,0.066366,0.087109,0.136421,0.000000,
0.000000,0.013163,0.022458,0.030053,0.035577,0.039385,0.043184,0.050867,0.069519,0.110687,0.000000,
0.000000,0.009158,0.015637,0.020986,0.025040,0.028207,0.031910,0.039180,0.055409,0.089386,0.000000,
0.000000,0.006376,0.010903,0.014694,0.017705,0.020336,0.023751,0.030303,0.044112,0.071918,0.000000,
0.000000,0.004444,0.007616,0.010321,0.012581,0.014760,0.017796,0.023517,0.035085,0.057692,0.000000,
0.000000,0.003102,0.005332,0.007275,0.008987,0.010785,0.013417,0.018303,0.027882,0.046169,0.000000,
0.000000,0.002170,0.003744,0.005149,0.006456,0.007932,0.010172,0.014280,0.022142,0.036877,0.000000,
0.000000,0.001521,0.002637,0.003661,0.004664,0.005871,0.007752,0.011164,0.017573,0.029407,0.000000,
0.000000,0.001070,0.001864,0.002615,0.003390,0.004373,0.005934,0.008743,0.013939,0.023420,0.000000,
0.000000,0.000755,0.001323,0.001878,0.002479,0.003276,0.004561,0.006857,0.011052,0.018631,0.000000,
0.000000,0.000535,0.000944,0.001356,0.001824,0.002468,0.003519,0.005385,0.008760,0.014808,0.000000,
0.000000,0.000380,0.000676,0.000985,0.001350,0.001869,0.002723,0.004233,0.006940,0.011760,0.000000,
0.000000,0.000272,0.000487,0.000719,0.001005,0.001422,0.002114,0.003331,0.005498,0.009334,0.000000,
0.000000,0.000195,0.000353,0.000528,0.000752,0.001087,0.001645,0.002622,0.004354,0.007404,0.000000,
0.000000,0.000141,0.000257,0.000390,0.000566,0.000834,0.001283,0.002066,0.003447,0.005870,0.000000,
0.000000,0.000102,0.000188,0.000290,0.000428,0.000642,0.001002,0.001629,0.002729,0.004653,0.000000,
0.000000,0.000075,0.000139,0.000217,0.000326,0.000496,0.000784,0.001285,0.002160,0.003686,0.000000,
0.000000,0.000055,0.000103,0.000163,0.000249,0.000385,0.000615,0.001014,0.001709,0.002920,0.000000,
0.000000,0.000041,0.000077,0.000123,0.000191,0.000299,0.000482,0.000800,0.001353,0.002312,0.000000,
0.000000,0.000030,0.000057,0.000093,0.000147,0.000233,0.000379,0.000632,0.001070,0.001831,0.000000,
0.000000,0.000023,0.000043,0.000071,0.000113,0.000182,0.000298,0.000499,0.000847,0.001449,0.000000,
0.000000,0.000017,0.000033,0.000055,0.000088,0.000142,0.000234,0.000394,0.000670,0.001147,0.000000,
0.000000,0.000013,0.000025,0.000042,0.000068,0.000111,0.000185,0.000311,0.000530,0.000908,0.000000,
0.000000,0.000010,0.000019,0.000032,0.000053,0.000087,0.000146,0.000246,0.000419,0.000718,0.000000,
0.000000,0.000007,0.000015,0.000025,0.000041,0.000068,0.000115,0.000194,0.000332,0.000568,0.000000,
0.000000,0.000006,0.000011,0.000019,0.000032,0.000054,0.000090,0.000154,0.000262,0.000450,0.000000,
0.000000,0.000004,0.000009,0.000015,0.000025,0.000042,0.000071,0.000121,0.000207,0.000356,0.000000,
0.000000,0.000003,0.000007,0.000012,0.000020,0.000033,0.000056,0.000096,0.000164,0.000281,0.000000,
0.000000,0.000003,0.000005,0.000009,0.000016,0.000026,0.000044,0.000076,0.000130,0.000223,0.000000,
0.000000,0.000002,0.000004,0.000007,0.000012,0.000021,0.000035,0.000060,0.000103,0.000176,0.000000,
0.000000,0.000002,0.000003,0.000006,0.000010,0.000016,0.000028,0.000047,0.000081,0.000139,0.000000,
0.000000,0.000001,0.000002,0.000004,0.000008,0.000013,0.000022,0.000037,0.000064,0.000110,0.000000,
0.000000,0.000001,0.000002,0.000003,0.000006,0.000010,0.000017,0.000030,0.000051,0.000087,0.000000,
0.000000,0.000001,0.000002,0.000003,0.000005,0.000008,0.000014,0.000023,0.000040,0.000069,0.000000,
0.000000,0.000001,0.000001,0.000002,0.000004,0.000006,0.000011,0.000019,0.000032,0.000055,0.000000,
0.000000,0.000000,0.000001,0.000002,0.000003,0.000005,0.000009,0.000015,0.000025,0.000043,0.000000,
0.000000,0.000000,0.000001,0.000001,0.000002,0.000004,0.000007,0.000012,0.000020,0.000034,0.000000,
0.000000,0.000000,0.000001,0.000001,0.000002,0.000003,0.000005,0.000009,0.000016,0.000027,0.000000,
0.000000,0.000000,0.000000,0.000001,0.000001,0.000002,0.000004,0.000007,0.000012,0.000021,0.000000,
0.000000,0.000000,0.000000,0.000001,0.000001,0.000002,0.000003,0.000006,0.000010,0.000017,0.000000,
0.000000,0.000000,0.000000,0.000001,0.000001,0.000002,0.000003,0.000005,0.000008,0.000013,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000002,0.000004,0.000006,0.000011,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000002,0.000003,0.000005,0.000008,0.000000,
